Date/Time	$site[url][actual]	Test URL	PageId	Log Session	Site Url	IP	Referer	Browser
2013-03-25 09:08:13	http://www.newglobalmel.com.au/ace/edm_member/	http://www.newglobalmel.com.au/ace/edm_member/?edit=2299/	296	17626	www.newglobalmel.com.au	203.45.236.4	http://www.newglobalmel.com.au/ace/edm_member/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; .NET CLR 2.0.50727; InfoPath.2; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; .NET4.0C; .NET4.0E; BRI/2)
2013-03-25 09:08:26	http://www.newglobalmel.com.au/ace/edm_member/	http://www.newglobalmel.com.au/ace/edm_member/?edit=2298/	296	17626	www.newglobalmel.com.au	203.45.236.4	http://www.newglobalmel.com.au/ace/edm_member/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; .NET CLR 2.0.50727; InfoPath.2; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; .NET4.0C; .NET4.0E; BRI/2)
2013-03-25 09:33:32	http://www.newglobalmel.com.au/	http://www.newglobalmel.com.au/products.php?base=59/	1	17610	www.newglobalmel.com.au	157.56.93.73		Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
2013-03-25 09:40:43	http://www.newglobalmel.com.au/	http://www.newglobalmel.com.au/products.php?display=2774/	1	17630	www.newglobalmel.com.au	65.55.52.97		Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
2013-03-25 09:57:14	http://www.newglobalmel.com.au/order_cart/	http://www.newglobalmel.com.au/order_cart/?remove=2946/	276	17631	www.newglobalmel.com.au	58.173.97.101		Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; BTRS102579; GTB7.4; .NET CLR 1.1.4322; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; BRI/1; BRI/2)
2013-03-25 10:12:17	http://www.newglobalmel.com.au/	http://www.newglobalmel.com.au/about.php/	1	17633	www.newglobalmel.com.au	218.30.116.94	http://www.newglobalmel.com.au/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; Tablet PC 2.0)
2013-03-25 10:12:23	http://www.newglobalmel.com.au/	http://www.newglobalmel.com.au/favicon.ico/	1	17634	www.newglobalmel.com.au	110.175.41.138		Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0; .NET CLR 2.0.50727; 360space)
2013-03-25 11:17:32	http://www.newglobalmel.com.au/ace/edm_member/	http://www.newglobalmel.com.au/ace/edm_member/?edit=2312/	296	17637	www.newglobalmel.com.au	110.143.63.216	http://www.newglobalmel.com.au/ace/edm_member/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; GTB7.4; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.2)
2013-03-25 11:24:32	http://www.newglobalmel.com.au/	http://www.newglobalmel.com.au/favicon.ico/	1	17638	www.newglobalmel.com.au	122.227.162.58		Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0; .NET CLR 2.0.50727; 360space)
2013-03-25 11:35:06	http://www.newglobalmel.com.au/	http://www.newglobalmel.com.au/favicon.ico/	1	17639	www.newglobalmel.com.au	218.76.162.153		Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0; .NET CLR 2.0.50727; 360space)
2013-03-25 12:13:05	http://www.newglobalmel.com.au/	http://www.newglobalmel.com.au/washing-liquid/photo_frames_and_photo_boxes/	1	17616	www.newglobalmel.com.au	123.151.148.180	http://www.newglobalmel.com.au/	Sosospider+(+http://help.soso.com/webspider.htm)
2013-03-25 12:22:10	http://www.newglobalmel.com.au/	http://www.newglobalmel.com.au/favicon.ico/	1	17641	www.newglobalmel.com.au	113.100.227.48		Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0; .NET CLR 2.0.50727; 360space)
2013-03-25 12:31:13	http://www.newglobalmel.com.au/	http://www.newglobalmel.com.au/&%23109;&%2397;i&%23108;&%23116;o&%2358;&%23115;&%2397;&%23108;e&%23115;&%2364;&%23110;e&%23119;&%23103;&%23108;o&%2398;&%2397;&%23108;m&%23101;&%23108;&%2346;c&%23111;&%23109;&%2346;a&%23117;/	1	17642	www.newglobalmel.com.au	121.205.249.162		Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.2; .NET CLR 1.1.4322)
2013-03-25 12:46:12	http://www.newglobalmel.com.au/	http://www.newglobalmel.com.au/recommend/	1	17642	www.newglobalmel.com.au	121.205.249.162		Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.2; .NET CLR 1.1.4322)
2013-03-25 12:48:41	http://www.newglobalmel.com.au/	http://www.newglobalmel.com.au/&%23109;&%2397;i&%23108;&%23116;o&%2358;&%23115;&%2397;&%23108;e&%23115;&%2364;&%23110;e&%23119;&%23103;&%23108;o&%2398;&%2397;&%23108;m&%23101;&%23108;&%2346;c&%23111;&%23109;&%2346;a&%23117;&%2363;s&%23117;b&%23106;e&%2399;t&%2361;n&%23101;w&%2332;g&%23108;o&%2398;a&%23108;%20&%2384;r&%2397;d&%23105;n&%23103;%20&%2369;n&%23113;u&%23105;r&%23121;/	1	17642	www.newglobalmel.com.au	121.205.249.162		Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.2; .NET CLR 1.1.4322)
2013-03-25 12:49:48	http://www.newglobalmel.com.au/	http://www.newglobalmel.com.au/favicon.ico/	1	17645	www.newglobalmel.com.au	61.154.105.85		Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; SV1; InfoPath.2; .NET CLR 2.0.50727; .NET4.0C; 360SE)
2013-03-25 12:50:44	http://www.newglobalmel.com.au/	http://www.newglobalmel.com.au/javascript:updateimage();/	1	17642	www.newglobalmel.com.au	121.205.249.162		Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.2; .NET CLR 1.1.4322)
2013-03-25 13:40:25	http://www.newglobalmel.com.au/	http://www.newglobalmel.com.au/recommend/	1	17612	www.newglobalmel.com.au	100.43.83.135		Mozilla/5.0 (compatible; YandexBot/3.0; +http://yandex.com/bots)
2013-03-25 15:05:03	http://www.newglobalmel.com.au/	http://www.newglobalmel.com.au/images/tours/swfobject.js/	1	17656	www.newglobalmel.com.au	119.147.146.118		Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 2.0.50727; MAXTHON 2.0)
2013-03-25 15:12:49	http://www.newglobalmel.com.au/ace/edm_member/	http://www.newglobalmel.com.au/ace/edm_member/?edit=1743/	296	17626	www.newglobalmel.com.au	203.45.236.4	http://www.newglobalmel.com.au/ace/edm_member/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; .NET CLR 2.0.50727; InfoPath.2; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; .NET4.0C; .NET4.0E; BRI/2)
2013-03-25 15:12:55	http://www.newglobalmel.com.au/ace/edm_member/	http://www.newglobalmel.com.au/ace/edm_member/?delete=1742/	296	17626	www.newglobalmel.com.au	203.45.236.4		Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; .NET CLR 2.0.50727; InfoPath.2; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; .NET4.0C; .NET4.0E; BRI/2)
2013-03-25 15:51:19	http://www.newglobalmel.com.au/	http://www.newglobalmel.com.au/products.php?base=93/	1	17612	www.newglobalmel.com.au	100.43.83.135		Mozilla/5.0 (compatible; YandexBot/3.0; +http://yandex.com/bots)
2013-03-25 15:56:18	http://www.newglobalmel.com.au/	http://www.newglobalmel.com.au/products.php?base=59/	1	17616	www.newglobalmel.com.au	123.151.148.180	http://www.newglobalmel.com.au/	Sosospider+(+http://help.soso.com/webspider.htm)
2013-03-25 16:09:23	http://www.newglobalmel.com.au/ace/edm_member/	http://www.newglobalmel.com.au/ace/edm_member/?edit=2305/	296	17626	www.newglobalmel.com.au	203.45.236.4	http://www.newglobalmel.com.au/ace/edm_member/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; .NET CLR 2.0.50727; InfoPath.2; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; .NET4.0C; .NET4.0E; BRI/2)
2013-03-25 16:35:07	http://www.newglobalmel.com.au/	http://www.newglobalmel.com.au/favicon.ico/	1	17662	www.newglobalmel.com.au	115.64.119.131		Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.84 Safari/535.11 SE 2.X MetaSr 1.0
2013-03-25 18:00:44	http://www.newglobalmel.com.au/	http://www.newglobalmel.com.au/products.php?display=2922/	1	17668	www.newglobalmel.com.au	157.56.93.103		Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
2013-03-25 18:45:20	http://www.newglobalmel.com.au/	http://www.newglobalmel.com.au/favicon.ico/	1	17670	www.newglobalmel.com.au	112.94.227.78		Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.84 Safari/535.11 SE 2.X MetaSr 1.0
2013-03-25 19:04:29	http://www.newglobalmel.com.au/	http://www.newglobalmel.com.au/recommend/	1	17616	www.newglobalmel.com.au	123.151.148.180	http://www.newglobalmel.com.au/	Sosospider+(+http://help.soso.com/webspider.htm)
2013-03-25 19:48:14	http://www.newglobalmel.com.au/	http://www.newglobalmel.com.au/products.php?display=2515/	1	17673	www.newglobalmel.com.au	65.55.52.86		Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
2013-03-25 20:06:44	http://www.newglobalmel.com.au/	http://www.newglobalmel.com.au/favicon.ico/	1	17675	newglobalmel.com.au	110.175.41.28		Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; Win64; x64; Trident/6.0; MASP)
2013-03-25 20:08:30	http://www.newglobalmel.com.au/	http://www.newglobalmel.com.au/favicon.ico/	1	17676	www.newglobalmel.com.au	115.236.82.138		Mozilla/5.0 (Windows NT 5.1) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.84 Safari/535.11 SE 2.X MetaSr 1.0
2013-03-25 22:02:10	http://www.newglobalmel.com.au/	http://www.newglobalmel.com.au/washing-liquid/cd_holders_camera_bags_and_laptop_bags/	1	17616	www.newglobalmel.com.au	123.151.148.180	http://www.newglobalmel.com.au/	Sosospider+(+http://help.soso.com/webspider.htm)
2013-03-25 23:16:29	http://www.newglobalmel.com.au/	http://www.newglobalmel.com.au/favicon.ico/	1	17681	www.newglobalmel.com.au	125.118.173.64		Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0; .NET CLR 2.0.50727; 360space)
2013-03-26 00:02:45	http://www.newglobalmel.com.au/order_cart/	http://www.newglobalmel.com.au/order_cart/?remove=8495/	276	17680	www.newglobalmel.com.au	210.49.83.157	http://www.newglobalmel.com.au/order_cart/add/4219	Mozilla/5.0 (Windows NT 6.0; rv:19.0) Gecko/20100101 Firefox/19.0
2013-03-26 00:06:33	http://www.newglobalmel.com.au/order_cart/	http://www.newglobalmel.com.au/order_cart/?remove=8495/	276	17680	www.newglobalmel.com.au	210.49.83.157	http://www.newglobalmel.com.au/order_cart/add/4219	Mozilla/5.0 (Windows NT 6.0; rv:19.0) Gecko/20100101 Firefox/19.0
2013-03-26 00:28:58	http://www.newglobalmel.com.au/order_cart/	http://www.newglobalmel.com.au/order_cart/?remove=8508/	276	17680	www.newglobalmel.com.au	210.49.83.157	http://www.newglobalmel.com.au/order_cart/add/8509	Mozilla/5.0 (Windows NT 6.0; rv:19.0) Gecko/20100101 Firefox/19.0
2013-03-26 00:31:24	http://www.newglobalmel.com.au/order_cart/	http://www.newglobalmel.com.au/order_cart/?remove=8508/	276	17680	www.newglobalmel.com.au	210.49.83.157	http://www.newglobalmel.com.au/order_cart/add/8509	Mozilla/5.0 (Windows NT 6.0; rv:19.0) Gecko/20100101 Firefox/19.0
2013-03-26 01:08:43	http://www.newglobalmel.com.au/	http://www.newglobalmel.com.au/products.php?display=2914/	1	17684	www.newglobalmel.com.au	157.55.32.84		Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
2013-03-26 02:26:25	http://www.newglobalmel.com.au/	http://www.newglobalmel.com.au/favicon.ico/	1	17686	www.newglobalmel.com.au	111.220.245.126		Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0)
2013-03-26 07:55:44	http://www.newglobalmel.com.au/	http://www.newglobalmel.com.au/products.php?display=2795/	1	17685	www.newglobalmel.com.au	65.55.52.89		Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
2013-03-26 07:55:44	http://www.newglobalmel.com.au/	http://www.newglobalmel.com.au/products.php?display=1195/	1	17685	www.newglobalmel.com.au	65.55.52.89		Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
2013-03-26 07:55:45	http://www.newglobalmel.com.au/	http://www.newglobalmel.com.au/products.php?base=63/	1	17685	www.newglobalmel.com.au	65.55.52.89		Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
2013-03-26 07:55:45	http://www.newglobalmel.com.au/	http://www.newglobalmel.com.au/products.php?base=73/	1	17685	www.newglobalmel.com.au	65.55.52.89		Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
2013-03-26 07:55:46	http://www.newglobalmel.com.au/	http://www.newglobalmel.com.au/products.php?display=1121/	1	17685	www.newglobalmel.com.au	65.55.52.89		Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
2013-03-26 07:56:44	http://www.newglobalmel.com.au/	http://www.newglobalmel.com.au/products.php?base=79/	1	17697	www.newglobalmel.com.au	157.56.93.103		Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
2013-03-26 07:56:44	http://www.newglobalmel.com.au/	http://www.newglobalmel.com.au/products.php?display=1199/	1	17698	www.newglobalmel.com.au	157.56.93.103		Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
2013-03-26 07:59:46	http://www.newglobalmel.com.au/	http://www.newglobalmel.com.au/products.php?base=35/	1	17699	www.newglobalmel.com.au	157.56.93.73		Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
2013-03-26 07:59:54	http://www.newglobalmel.com.au/	http://www.newglobalmel.com.au/products.php?base=55/	1	17699	www.newglobalmel.com.au	157.56.93.73		Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
2013-03-26 07:59:54	http://www.newglobalmel.com.au/	http://www.newglobalmel.com.au/products.php?base=59/	1	17699	www.newglobalmel.com.au	157.56.93.73		Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
2013-03-26 07:59:58	http://www.newglobalmel.com.au/	http://www.newglobalmel.com.au/products.php?base=87/	1	17699	www.newglobalmel.com.au	157.56.93.73		Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
2013-03-26 07:59:58	http://www.newglobalmel.com.au/	http://www.newglobalmel.com.au/products.php?base=96/	1	17699	www.newglobalmel.com.au	157.56.93.73		Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
2013-03-26 08:00:01	http://www.newglobalmel.com.au/	http://www.newglobalmel.com.au/products.php?display=1180/	1	17699	www.newglobalmel.com.au	157.56.93.73		Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
2013-03-26 08:00:14	http://www.newglobalmel.com.au/	http://www.newglobalmel.com.au/products.php?display=2793/	1	17700	www.newglobalmel.com.au	65.55.52.97		Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
2013-03-26 08:00:22	http://www.newglobalmel.com.au/	http://www.newglobalmel.com.au/products.php?display=2801/	1	17700	www.newglobalmel.com.au	65.55.52.97		Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
2013-03-26 08:00:22	http://www.newglobalmel.com.au/	http://www.newglobalmel.com.au/products.php?base=62/	1	17700	www.newglobalmel.com.au	65.55.52.97		Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
